No,Nama Tempat,Kategori,Koordinat,Latitude,Longitude,Alamat,Deskripsi
364,Monumen Perjuangan Rakyat Palembang,Monumen,S2 59.346 E104 45.618,-2.989100000000000,104.760300000000001,Jl. Merdeka Palembang,"Berdiri 22 tahun yang lalu, Monumen Perjuangan Rakyat (Monpera) sudah difungsikan sebagai museum penyimpanan benda bersejarah. Terutama, sisa peninggalan perang lima hari lima malam di Palembang. Bangunan Monpera berdiri kokoh di pinggir Jl Merdeka, pers."
365,Hotel Bumi Asih,Hotel,S2 58.852 E104 44.753,-2.980867000000000,104.745883000000006,Jl. Kapten A. Rivai no. 36,Hotel Bumi Asih merupakan sebuah hotel Melati 3 yang terletak di pusat kota Palembang yang memberi berbagai macam fasilitas demi kenyamanan Anda selama berada di Palembang. Lokasi yang strategis memberikan kemudahan bagi Anda untuk mencapai berbagai tujuan.
366,Hotel Swarna Dwipa,Hotel,S2 59.417 E104 44.808,-2.990283000000000,104.746799999999993,"Jl. Tasik No.2 Palembang, South Sumatera Indonesia",Hotel Swarna Dwipa berjarak 20 menit dari Bandara Sultan Mahmud Badarudin II dan 5 menit dari pusat perbelanjaan. Hotel Swarna Dipa menawarkan fasilitas hotel setara hotel bintang tiga.
367,Hotel Kencana,Hotel,S4 07.649 E104 09.785,-4.127483000000000,104.163083000000000,Jl. Pahlawan Kemarung SK VIII no. 58 Baturaja,Hotel kencana VIP merupakan salah satu hotel yang nyaris seperti Hotel bertaraf bintang 3 (tiga) di Baturaja. Hotel ini telah diakui oleh dinas pariwisaata sebagai Kamar hotel Terbaik Di Kota Baturaja. Hotel ini memiliki fasilitas yang lengkap diantaranya.
368,Hotel Arjuna,Hotel,S2 59.069 E104 44.657,-2.984483000000000,104.744282999999996,Jl. Kapten A. Rivai Palembang,Informasi tidak ada.
369,Idayuh Hotel,Hotel,S2 58.940 E104 44.599,-2.982333000000000,104.743317000000005,Jl. Natuna no. 24,Informasi tidak ada.
370,Hotel Paradise,Hotel,S2 59.016 E104 44.665,-2.983600000000000,104.744416999999999,Jl. Kapten A. Rivai no. 1945,Informasi tidak ada.
371,Kantor Disbudpar Provinsi Sumatra Selatan,Kantor Pemerintahan,S2 58.403 E104 43.877,-2.973383000000000,104.731283000000005,"Jl. Demang Lembar Daun, Palembang",Informasi tidak ada.
372,Universitas Sriwijaya,Perguruan Tinggi,S3 12.612 E104 38.915,-3.210200000000000,104.648583000000002,"Jl. Raya Palembang-Unsri KM 32 Inderalaya, Ogan Ilir","Universitas Sriwijaya (Unsri) adalah perguruan tinggi negeri di Palembang, Indonesia, yang berdiri pada 29 Oktober 1960. Rektor pada tahun 2007-2011 adalah Prof. DR. Hj. Badia Perizade, MBA. Sampai dengan wisuda ke-97 pada 21 Desember 2010, alumni Unsri."
373,Walikota Palembang,Kantor Pemerintahan,S2 59.451 E104 45.399,-2.990850000000000,104.756649999999993,"Jl. Merdeka No. 2, Palembang",Kota palembang dipimpin oleh seorang walikota yang dipilih setiap 5 tahun sekali melalui PILKADA. Walikota memiliki tugas dan wewenang memimpin pemerintahan daerah berdasarkan kebijakan yang ditetapkan bersama DPRD Kota Palembang.
374,Stasiun Prabumulih,Stasiun,S3 25.982 E104 14.444,-3.433033000000000,104.240733000000006,Jl. Jendral Sudirman,"Stasiun Prabumulih adalah stasiun kereta api yang terletak di Prabumulih, Sumatera Selatan. Stasiun ini terletak pada jalur pertemuan kereta dari arah Tanjung Karang, Lampung, dan Lubuk Linggau-Stasiun Kertapati di Palembang. Sebelum tahun 1985, terdapat."
375,Stasiun Baturaja,Stasiun,S4 07.649 E104 09.739,-4.127483000000000,104.162317000000002,Jl. RE Martadinata,Informasi tidak ada.
376,Bandara Sultan Mahmud Badaruddin II,Bandar Udara,S2 53.673 E104 42.285,-2.894550000000000,104.704750000000004,Jl. Akses Bandara - Jl. Tanjung Siapi-api,"Bandara Internasional Sultan Mahmud Badaruddin II (kode IATA: PLM) adalah bandar udara internasional yang melayani kota Palembang, Sumatra Selatan dan sekitarnya. Bandara ini terletak di wilayah KM.10 Kecamatan Sukarame."
377,Kantor Pos Palembang,Kantor Pos,S2 59.347 E104 45.582,-2.989117000000000,104.759699999999995,Jl. Merdeka No. 3 Palembang 30132,Informasi tidak ada.
378,RSUD Ibnu Sutowo,Rumah Sakit,S4 07.413 E104 10.029,-4.123550000000000,104.167150000000007,Jl. Moh. Hatta no. 1 Baturaja,Informasi tidak ada.
379,Bank Mandiri,Bank,S2 58.747 E104 44.860,-2.979117000000000,104.747667000000007,"Jl. Kapten Ahmad Rifai, Palembang",Informasi tidak ada.
380,Masjid Agung Palembang,Masjid,S2 59.312 E104 45.592,-2.988533000000000,104.759867000000000,Jl. Jendral Sudirman,Mesjid Agung Palembang adalah pusat peribadatan masyarakat Palembang yang mayoritas menganut agama Islam. Selain itu mesjid ini merupakan wisata sejarah yang merupakan peninggalan kesultanan Palembang.
381,Mesjid Attaqwa,Masjid,S2 59.327 E104 44.595,-2.988783000000000,104.743250000000003,"Jl. Telaga, Palembang",Informasi tidak ada.
382,Palembang Square,Pusat Perbelanjaan,S2 58.524 E104 44.539,-2.975400000000000,104.742317000000000,"Jl. Angkatan 45, Palembang",Informasi tidak ada.
383,Zaenal Songket,Toko,S3 00.055 E104 44.972,-3.000917000000000,104.749533000000000,Jl. Ki Gede Ing Suro no. 173,"Zainal Songket yang terletak di Jl. Ki Gede Ing Suro no. 173, Ilir, Palembang. Menurut penduduk sekitar, Zainal Songket tidak hanya menjual produk saja tetapi juga mempunyai alat tenun untuk membuat songket. Pengerjaan satu kain songket bisa mencapai satu tahun."
384,Fikri Koleksi Songket,Toko,S2 59.850 E104 44.991,-2.997500000000000,104.749849999999995,Jl. Kiranggo Wirosentiko no. 500,Informasi tidak ada.
385,Ramayana Komplek Ilir Barat Permai,Pusat Perbelanjaan,S2 59.023 E104 45.085,-2.983717000000000,104.751417000000004,Jl. Radial Komplek Ilir Barat Permai,Informasi tidak ada.
386,Pasar Tradisional Sekanak,Pasar Tradisional,S2 59.624 E104 45.402,-2.993733000000000,104.756699999999995,Jl. Keraton Kota Palembang,"Pasar Sekanak yang merupakan salah satu sentra ekonomi di kota ini yang menunjang pemenuhan kebutuhan masyarakat, dengan banyaknya arsitektur bangunan kuno. Lebih bagus lagi kalau bangunan ini dirawat dan ditata, bisa menjadi tempat 'wisata kota tua.'"
387,Rumah Makan Bunda Jaya,Rumah Makan,S4 06.642 E104 10.259,-4.110700000000000,104.170983000000007,Jl. Dr. Sutomo no. 700 Baturaja Sukajadi,Informasi tidak ada.
388,Bakso Rusuk,Rumah Makan,S2 58.188 E104 43.959,-2.969800000000000,104.732650000000007,"Jl. Demang Lembar Daun, Palembang",Informasi tidak ada.
389,Mie Awek Prabumulih,Rumah Makan,S3 25.316 E104 14.743,-3.421933000000000,104.245716999999999,Jl. Jenderal Sudirman,Informasi tidak ada.
390,Restoran RiverSide,Rumah Makan,S2 59.617 E104 45.533,-2.993617000000000,104.758882999999997,Jl. Keraton,"Konsep restoran Riverside menggunakan perahu tongkang yang disulap menjadi sebuah restoran dua lantai. Restoran ini berlokasi di tepian sungai Musi kebanggaan masyarakat Palembang, dimana kita dapat melihat pemandangan Jembatan Ampera yang megah di kala malam."
391,Candy Pempek,Rumah Makan,S2 59.136 E104 44.650,-2.985600000000000,104.744167000000004,Jl Kapt A Rivai 260,Toko pempek Candy adalah salah satu toko pempek yang sering dikunjungi para pendatang di kota Palembang. Hal ini bisa dibuktikan dengan banyaknya foto artis yang dipajang pada toko pempek candy jalan Sudirman. Pempek Candy mempunyai kemasan yang sangat menarik.
392,Rumah Makan Padang Bu Ros,Rumah Makan,S2 58.831 E104 44.762,-2.980517000000000,104.746032999999997,Jl. Kapten A. Rivai,Informasi tidak ada.
393,RM Soponyono,Rumah Makan,S2 59.477 E104 45.249,-2.991283000000000,104.754149999999996,Jl. Merdeka,Informasi tidak ada.
394, Air Terjun Oenesu, Air Terjun, S10 15 59.3 E123 33 58.4, -10.266472, 123.566222," ""Kecamatan Kupang Barat Kota Kupang"""," ""Keunikan Dari Air Terjun Oenesu Ini Adalah Pada Undakan Terjunan Airnya Yang Berjumlah 4 Buah. Di Sela-Sela Air Terjun Ini Terdapat Kubangan Air Alam Yang Berupa Sebuah Kolam Alami Yang Berfungsi Untuk Berenang."""
395, Danau Noroboh, Danau, S9 22 42.0 E124 47 35.4, -9.378333, 124.793167," ""Kota Kefamenanu Timur Tengah Utara"""," ""Merupakan Danau buatan pemerintah yang berfungsi untuk menampung air hujan guna mengatasi kekeringan di musim kemarau dan bermanfaat juga sebagai taman kota."""
396, Hotel Ariesta, Hotel, S9 27 04.0 E124 28 30.4, -9.451111, 124.475111," ""Kota Kefamenanu Timur Tengah Utara"""," ""Merupakan Hotel yang terletak di pusat Kota Kefamanu dengan tarif menengah ke bawah dan memiliki halaman parkir yang luas."""
397, Air Terjun Oehala, Air Terjun, S9 48 09.8 E124 18 28.5, -9.802722, 124.307917," ""Kurang Lebih 13 KM Dari Pusat Kota Soe"""," ""Air Terjun yang terdiri dari 7 tingkatan besar dan banyak juga lintasan lebih kecil yang terbentuk secara alamiah tanpa campur tangan manusia."""
398, Sungai NOELMINA, Sungai, S9 58 30.9 E124 07 22.5, -9.975250, 124.122917," ""Kabupaten Kupang"""," ""Letaknya yang strategis karena menjadi perbatasan antara Kabupaten Kupang dengan Kabupaten Timor Tengah Selatan (TTS) membuat Sungai Noelmina populer bagi mereka yang pernah berkunjung ke Pulau Timor. Sungai yang berhulu di Gunung Mutis ini juga punya je"""
399, Tugu Pancasila Simpang Lima Atambua, Tugu, S9 06 15.9 E124 53 48.0, -9.104417, 124.896667," ""Kota Atambua Nusa Tenggara Timur"""," ""Merupakan tugu Pancasila yang terletak di simpang lima pusat kota atambua sebagai simbol dasar negara indonesia"""
400,Rumah kaca bulat,Rumah Bersejarah,S0 51 49.8 E134 04 31.6,51.000000000000000,49.799999999999997,"Jl Merdeka No 12, Kelurahan Manokwari Timur, Kecamatan Manokwari Barat, Kabupaten Manokwari",Merupakan rumah peninggalan Belanda. Dahulu pernah di jual kepada salah satu gereja di Manokwari. Sekarang di pergunakan untuk tempat usaha bernama youngky tailor
401,Mansinam Art / Woribi Art,kerajinan tangan,S0 51 49.8 E134 04 31.4,51.000000000000000,49.799999999999997,"Jl Merdeka No 21, Kelurahan Manokwari Timur, Kecamatan Manokwari Barat, Kabupaten Manokwari","industri berskala usaha rumahan memfokuskan diri pada kerajinan tangan terutama yang berbahan dasar kulit kerang. Dikelola oleh Esther Kereway / mama rambut putih / Eti sejak tahun 1992. Sejak tahun 2009, mama Eti mengajak para mama â€“ mama janda Papua"
402,Aneka Batik Papua,sentra batik,S0 51 19.4 E134 04 09.4,51.000000000000000,19.399999999999999,"JL jend sudirman no 101, Kelurahan Manokwari Barat, Kecamatan Manokwari Barat, Kabupaten Manokwari","toko yang menjual beraneka batik yang memilik motif khas papua. Motif khas papua antara lain : tifa, burung kasuari, burung cendrawasih dll."
403,"Galeri Suvenir Papua ""Andlia""",galeri seni,S0 51 14.1 E134 04 08.1,51.000000000000000,14.100000000000000,"Jl Gunung Salju, Kelurahan Amban, Kecamatan Manokwari, Kabupten Manokwari",Di sini mereka menjual souvenir dari daerah Asmat dan daerah Kepala Burung. Mereka juga memiliki rak khusus dengan souvenir yang berasal dari proyek Ibu & Perawatan Anak di Senopi
404,"Rumah makan ""Salam Manis""",rumah makan,S0 51 36.0 E134 04 23.9,51.000000000000000,36.000000000000000,"JL Merdeka, Kelurahan Sanggeng, Kecamatan Sanggeng, Kabupaten Manokwari",Rumah makan ini menggunakan sistem prasmanan dan menyediakan berbagai makanan khas Indonesia yang bisa dipilih.
405,Akwai Galeri,galeri seni,S0 51 46.0 E134 04 28.9,51.000000000000000,46.000000000000000,"JL jend sudirman, Kelurahan Manokwari Barat, Kecamatan Manokwari Barat, Kabupaten Manokwari",Galeri ini di buka mulai tahun 2007 dan pemiliknya adalah ibu Nurhayati. Selain di jalan Sudirman sudah ada cabang di pasar Wosi.
406,Pasar Borobudur,Pasar,S0 51 29.9 E134 04 17.2,51.000000000000000,29.899999999999999,"JL jend sudirman, Kelurahan Manokwari Barat, Kecamatan Manokwari Barat, Kabupaten Manokwari","Pasar ini relatif lebih kecil dari pasar sanggeng dan pasar wosi, ciri khas dari pasar ini adalah ikan. Ikan yang di jual disini masih segar karena letaknya yang tidak jauh dari pantai. Di kala malam hari, penjual ikan 'asar' akan menjejali pasar ini, ya"
407,Pantai Amban,Pantai,S0 48 42.0 E134 04 01.7,48.000000000000000,42.000000000000000,"Jl Pantai Amban, Kelurahan Manokwari Barat, Kecamatan Manokwari Barat, Kabupaten Manokwari",pantai yang menghadap Laut Pasifik ini masih sangat asri dan dikelilingi oleh hutan. Hamparan karang di pantai menambah keeksotikan pantai ini. Nama Amban berasal dari nama pohon yaitu pohon amban. Sampai saat ini Disbudpar Papua Barat masih menata dan
408,Taman Hutan Lindung Gunung Meja,Hutan lindung,S0 50 43.8 E134 04 19.9,50.000000000000000,43.799999999999997,"Kelurahan Manokwari Barat, Kecamatan Manokwari Barat, Kabupaten Manokwari","Hutan lindung ini terletak di tengah kota, akses masuknya dapat melalui Universitas Papua tapi sayang tidak ada penanda jalan yang jelas. Hutan ini berfungsi sebagai daerah resapan air. Yang unik dari hutan lindung ini adalah terdapatnya sebuah Tugu Jepa"
409,Tugu Jepang,Tugu Peringatan,S0 51 34.5 E134 04 58.1,51.000000000000000,34.500000000000000,"Kelurahan Manokwari Barat, Kecamatan Manokwari Barat, Kabupaten Manokwari","Tugu ini dibangun sekitar tahun 1956, oleh pemerintah Jepang untuk mengenang tentara Jepang yang gugur pada perang dunia ke II. Sayang penunjuk jalan menuju lokasi tidak jelas."
410,"Hawai Bakery ""Abon Gulung""",Kuliner,S0 51 19.6 E134 04 09.5,51.000000000000000,19.600000000000001,"JL Jend. Sudirman No 100, Kelurahan Manokwari Barat, Kecamatan Manokwari Barat, Kabupaten Manokwari","Sentra ciri khas Kabupaten Manokwari adalah Abon Gulung. Roti tebal yang membungkus abon sapi. Tidak hanya tersedia abon sapi saja tetapi ada beberapa varian : Abon Ayam, Abon Keju, Abon Tuna bahkan Abon sosis. Toko ini mulai beroperasi dari tahun 2005"
411,Shandra Gallery,galeri seni,S0 52 19.8 E134 02 46.6,52.000000000000000,19.800000000000001,"JL Dr Esau Sesa, Kelurahan Wosi, Kecamatan Manokwari Barat, Kabupaten Manokwari","Toko ini di kelola oleh Bapak Pardianto mulai dari 2003 yang berpusat di Timika. Toko suvenir ini menjual berbagai olahan yang berasal dari kulit buaya seperti tas , sepatu, ikat pinggang bahkan dompet . Kulit buaya yang di pergunakan berasal dari buaya"
412,Dinas Kebudayaan dan Pariwisata Prov Lampung,Kantor Pemerintahan,S5 25 21.3 E105 15 49.4,-5.422583,105.263722,"JL Jend Sudirman No 29, Kelurahan Rawa Laut, Kecamatan Tanjung Karang Timur, Bandar Lampung",Kantor Dinas Kebudayaan dan Pariwisata Provinsi Lampung
413,Jumbo Kakap,Rumah Makan,S5 26 54.2 E105 15 41.3,-5.448389,105.261472,"JL Ikan Kakap No 45, Kelurahan Teluk Betung, Kecamatan Teluk Betung Selatan, Bandar Lampung",Rumah makan yang menyajikan aneka makanan laut.
414,Vihara Thai Hin Bio,Vihara,S5 26 56.3 E105 15 47.4,-5.432306,105.263167,"JL Ikan Kakap No 35, Kelurahan Teluk Betung, Kecamatan Teluk Betung Selatan, Bandar Lampung",Vihara ini dibangun pada tahun 1896 atas dasar keinginan masyarakat Cina-Lampung.
415,Monumen Krakatau,Monumen,S5 26 43.5 E105 15 43.9,-5.445417,105.262194,"JL WR Supratman, Kelurahan Tupang Teba, Kecamatan Teluk Betung Utara, Bandar Lampung",Monumen Krakatau memiliki sejarah yang menjadi dasar keberadaannya.
416,Rumah Adat Lamban Dalom,Rumah Adat,S5 26 46.9 E105 15 09.4,-5.446361,105.252611,"JL Setiabudi, Kelurahan Negeri Olok Gading, Kecamatan Telukbetung Barat, Bandar Lampung",Bangunan adat Lampung ini adalah milik salah seorang warga yang masih memiliki hubungan kekerabatan dengan keluarga raja.
417,Bumi Kedaton Resort,Kawasan Wisata,S5 26 10.9 E105 13 23.3,-5.436361,105.223139,"Jl.WA. Rahman no 1-2-3, Desa Batu Putuk, Kecamatan Teluk Betung Utara, Bandar Lampung",Taman wisata ini lebih mirip kebun binatang karena menghadirkan sejumlah hewan mulai dari gajah sumatera.
418,Air Terjun Batu Putu,Air Terjun,S5 25 39.5 E105 12 55.0,-5.427639,105.215278,"Desa Batu Putuk, Kecamatan Telukbetung Utara, Bandar Lampung","Objek wisata ini terletak di lembah sungai Way Balau, kacamatan Teluk Betung Utara."
419,Taman Budaya Lampung,Kawasan Seni,S5 24 57.7 E105 14 51.6,-5.416028,105.247667,"Jl Cut Nyak Dien, Kelurahan Enggal, Kecamatan Tanjungkarang Pusat, Bandar Lampung",Taman budaya ini merupakan sebuah perwujudan akan kebutuhan masyarakat yang mulai sadar akan kebutuhan lingkungannya.
420,Lamban Balak Kedatun Keagungan Lampung,Museum,S5 26 46.9 E105 15 09.4,-5.446361,105.252611,"Jl Suttan Haji No. 45, Kelurahan Kupang Kota, Kecamatan Telukbetung Utara, Bandar Lampung",Untuk mencapai lokasi ini dibutuhkan waktu 10-15 menit dari Kota Tanjungkarang.
421,Museum Lampung,Museum,S5 22 21.8 E105 14 25.3,-5.372722,105.240361,"Jl Zaenal Abidin Pagar Alam, Kelurahan Kedaton, Kecamatan Kedaton, Bandar Lampung","Bila ingin melihat lebih menyeluruh mengenai kebudayaan Lampung, maka salah satu lokasi yang dapat dikunjungi adalah Museum Lampung."
422,Taman Palm Indah,Kawasan Wisata,S5 07 32.0 E105 17 12.7,-5.125556,105.287139,"Jl. Jend. Sudirman, Kelurahan Mulyojati, Kecamatan Metro Barat, Kota Metro",Taman wisata palm indah merupakan salah satu objek wisata yang ada di Kota Metro yang menyediakan fasilitas rekreasi.
423,Taman Merdeka Metro,Taman,S5 06 52.8 E105 18 32.4,-5.114667,105.308999,"Jl. Jend. Sudirman, Kelurahan Mulyojati, Kecamatan Metro Barat, Kota Metro","Kenyamanan yang didukung sejumlah hiburan menjadikan tempat itu tujuan warga mengisi waktu senggang. Lokasinya sangat strategis, berada di jantung Kota Metro. Taman ini memang terlihat begitu memesona."
424,Danau Beringin,Danau,S5 04 05.7 E105 30 50.3,-5.068250,105.513972,"JL. Usman BR, Desa Negara Ratu, Kecamatan Sukadana, Kabupaten Lampung Timur","Taman Wisata Beringin Indah adalah danau yang memiliki panorama alam yang memikat berlokasi di Kecamatan Sukadana dan hanya berjarak 700 m dari jalan utama. Selain taman hiburan dan memiliki sarana bermain seperti sepeda air, perahu danau."
425,Rumah Tradisional Sukadana,Rumah Adat,S5 03 55.6 E105 33 07.2,-5.065444,105.552000,"JL Diponegoro No 56, Desa Sukadana, Kecamatan Sukadana, Kabupaten Lampung Timur","Rumah adat ini terletak di ibukota kabupaten Lampung Timur, yaitu Sukadana. Museum ini merupakan museum insitu, dengan bentuk bangunan khas (gajah meghem atau gajah duduk) yang memiliki luas sekitar 480 m²."
426,Taman Nasional Way Kambas,Taman Nasional,S5 04 44.9 E105 42 11.8,-5.079139,105.703278,"JL Taman Nasional Way Kambas, Kelurahan Labuhan Ratu IX, Kecamatan Labuhan Ratu, Kabupaten Lampung Timur","Taman Nasional Way Kambas merupakan perwakilan ekosistem hutan dataran rendah yang terdiri dari hutan rawa air tawar, padang alang-alang/semak belukar, dan hutan pantai di Sumatera."
427,Desa Wana,Desa Wisata,S5 21 20.4 E105 44 29.8,-5.355667,105.741611,"Desa Wana, Kecamatan Melinting, Kabupaten Lampung Timur","Desa Wana merupakan salah satu dari tujuh desa inti, kediaman dari masyarakat Lampung Melinting. Arsitektur tradisional berupa rumah panggung khas masyarakat Lampung Melinting masih cukup banyak terlihat di desa ini."
428,Menara Siger,Menara,S5 51 54.1 E105 44 58.8,-5.865028,105.749667,"Jl Lintas Timur Km 0, Kelurahan Bakauheni, Kecamatan Bakauheni, Kabupaten Lampung Selatan",Menara Siger sebagai landmark/simbol penanda bagi Provinsi Lampung yang mencerminkan identitas Lampung sebagai Provinsi Gerbang Selatan dan Titik Nol-nya Pulau Sumatera.
429,Taman Makam Pahlawan Radin Intan II,Taman Makam Pahlawan,S5 46 04.3 E105 41 28.0,-5.767861,105.691111,"JL Radin Intan, Desa Gedung Harta, Kecamatan Penengahan, Kabupaten Lampung Selatan",Radin Intan II Gelar Kesuma Ratu (1834-1856) masih merupakan keturunan Fatahillah dan dikenal sebagai pemimpin yang gigih menentang penjajahan Belanda.
430,Pantai Wartawan,Pantai,S5 50 09.8 E105 37 43.6,-5.836056,105.628778,"JL Raya Waymuli, Desa Rajabasa, Kecamatan Rajabasa, Kabupaten Lampung Selatan",Objek Wisata Pantai Wartawan terletak di Way Muli 14 Km dari Kalianda dan 30 Km dari simpang Gayam pada jalur Bakauheni - Bandar Lampung. Kawasan wisata itu dikelola oleh sekelompok wartawan lokal.
431,Pantai Merak Belantung,Pantai,S5 39 59.1 E105 32 36.1,-5.666417,105.543361,"JL Lintas Bakauheni - Bandar Lampung, Desa Merak Belantung, Kecamatan Kalianda, Kabupaten Lampung Selatan",Pantai Merak Belantung atau juga dikenal dengan Pantai Embe terletak di sebuah teluk kecil yaitu Teluk Belantung.
